FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,10,-0.495448,-1.96134,-0.209057,194.531,2,38,0,0,
1,11,-0.497059,-1.96439,-0.174311,194.553,2,37,0,0,
1,20,-0.452503,-1.78915,0.126678,194.581,1.816,1,0,0,
1,21,-0.450569,-1.77886,0.157578,194.604,1.808,21,0,0,
1,22,-0.455526,-1.795,0.191078,194.626,1.828,38,0,0,
1,23,-0.457326,-1.79901,0.223752,194.649,1.836,26,0,0,
1,31,-1.65622,-6.38308,1.7579,194.654,6.792,24,0,0,
1,8,-0.508946,-1.99409,-0.28447,194.666,2.044,4,0,0,
1,9,-0.518963,-2.02912,-0.253001,194.688,2.076,30,0,0,
1,10,-0.504638,-1.97132,-0.210311,194.711,2.012,35,0,0,
1,11,-0.505255,-1.97052,-0.175009,194.733,2.008,38,0,0,
1,12,-0.499615,-1.94597,-0.138118,194.756,1.98,0,0,0,
1,20,-0.453038,-1.76843,0.125283,194.761,1.796,13,0,0,
1,21,-0.453105,-1.76587,0.156532,194.784,1.796,41,0,0,
1,22,-0.455064,-1.77048,0.188569,194.806,1.804,45,0,0,
1,23,-0.459928,-1.78605,0.22229,194.829,1.824,32,0,0,
1,31,-1.67726,-6.38158,1.75893,194.834,6.796,25,0,0,
1,9,-0.528391,-2.03899,-0.254463,194.868,2.088,37,0,0,
1,10,-0.51594,-1.98895,-0.212402,194.891,2.032,36,0,0,
1,11,-0.510418,-1.96507,-0.17466,194.913,2.004,50,0,0,
1,19,-0.45222,-1.74587,0.0927393,194.919,1.772,1,0,0,
1,12,-0.50264,-1.93283,-0.137281,194.936,1.968,1,0,0,
1,20,-0.461678,-1.77856,0.12612,194.941,1.808,47,0,0,
1,13,-0.512189,-1.96553,-0.104672,194.958,2,0,0,0,
1,21,-0.460708,-1.77214,0.157229,194.964,1.804,53,0,0,
1,22,-0.461653,-1.77289,0.188987,194.986,1.808,51,0,0,
1,23,-0.46348,-1.77692,0.221315,195.009,1.816,37,0,0,
1,31,-1.6973,-6.37628,1.75893,195.014,6.796,23,0,0,
1,9,-0.527579,-2.01048,-0.251051,195.048,2.06,24,0,0,
1,10,-0.524255,-1.995,-0.213238,195.071,2.04,32,0,0,
1,11,-0.517626,-1.96731,-0.175009,195.093,2.008,82,0,0,
1,19,-0.461865,-1.75986,0.0935767,195.099,1.788,4,0,0,
1,12,-0.522237,-1.98132,-0.140908,195.116,2.02,36,0,0,
1,20,-0.469345,-1.78481,0.126678,195.121,1.816,19,0,0,
1,13,-0.515232,-1.95234,-0.104044,195.138,1.988,1,0,0,
1,21,-0.467315,-1.77453,0.157578,195.144,1.808,48,0,0,
1,22,-0.465138,-1.76375,0.188151,195.166,1.8,53,0,0,
1,23,-0.46698,-1.7678,0.22034,195.189,1.808,36,0,0,
1,31,-1.71732,-6.37091,1.75893,195.194,6.796,23,0,0,
1,9,-0.527635,-1.98583,-0.248126,195.228,2.036,28,0,0,
1,10,-0.535752,-2.01253,-0.215329,195.251,2.06,36,0,0,
1,11,-0.523804,-1.96567,-0.175009,195.273,2.008,79,0,0,
1,19,-0.470549,-1.76996,0.0942047,195.279,1.8,3,0,0,
1,12,-0.524248,-1.96427,-0.139792,195.296,2.004,60,0,0,
1,20,-0.473897,-1.77948,0.126399,195.301,1.812,52,0,0,
1,28,-1.78377,-6.56463,1.43875,195.307,6.92,46,0,0,
1,13,-0.525584,-1.96612,-0.104881,195.318,2.004,4,0,0,
1,21,-0.472887,-1.77305,0.157578,195.324,1.808,57,0,0,
1,29,-1.7815,-6.54624,1.55846,195.329,6.928,35,0,0,
1,14,-0.527817,-1.97124,-0.0700782,195.341,2.008,1,0,0,
1,22,-0.473836,-1.77379,0.189406,195.346,1.812,48,0,0,
1,30,-1.77968,-6.52954,1.67894,195.352,6.94,39,0,0,
1,23,-0.470427,-1.75866,0.219365,195.369,1.8,34,0,0,
1,24,-0.483843,-1.80413,0.257749,195.396,1.852,23,0,0,
1,9,-0.535927,-1.99183,-0.249101,195.407,2.044,16,0,0,
1,10,-0.544089,-2.01853,-0.216165,195.428,2.068,34,0,0,
1,11,-0.528776,-1.96021,-0.17466,195.449,2.004,33,0,0,
1,19,-0.477037,-1.77236,0.0944141,195.454,1.804,3,0,0,
1,12,-0.532364,-1.97035,-0.14035,195.47,2.012,65,0,0,
1,20,-0.476117,-1.76649,0.125562,195.476,1.8,64,0,0,
1,28,-1.787,-6.49885,1.42544,195.481,6.856,49,0,0,
1,13,-0.531533,-1.96452,-0.104881,195.492,2.004,31,0,0,
1,21,-0.477178,-1.76778,0.157229,195.497,1.804,73,0,0,
1,29,-1.78249,-6.47323,1.54226,195.502,6.856,39,0,0,
1,14,-0.526255,-1.94268,-0.069101,195.513,1.98,1,0,0,
1,22,-0.474897,-1.75703,0.187733,195.518,1.796,63,0,0,
1,30,-1.78468,-6.47183,1.66539,195.523,6.884,39,0,0,
1,23,-0.474598,-1.75343,0.218877,195.539,1.796,38,0,0,
1,24,-0.487098,-1.79505,0.256635,195.567,1.844,27,0,0,
1,25,-0.510944,-1.8778,0.302857,195.589,1.936,1,0,0,
1,10,-0.549105,-2.01305,-0.215747,195.601,2.064,29,0,0,
1,11,-0.537948,-1.97011,-0.175706,195.623,2.016,33,0,0,
1,19,-0.480276,-1.76321,0.0939954,195.629,1.796,4,0,0,
1,12,-0.53839,-1.96872,-0.14035,195.646,2.012,68,0,0,
1,20,-0.484758,-1.77655,0.126399,195.651,1.812,58,0,0,
1,28,-1.79427,-6.44812,1.41546,195.657,6.808,48,0,0,
