Flag,Azimuth,Channel,Distance,Intensity,Vertical_Angle,Horizontal_Angle,Points_X,Points_Y,Points_Z
ffee,74.58,17,4.296,67,-4,74.58,4.131,1.139,-0.3
ffee,74.58,18,4.756,75,4,74.58,4.574,1.262,0.332
ffee,74.58,19,4.832,75,12,74.58,4.556,1.257,1.005
ffee,74.58,20,4.352,59,-11,74.58,4.118,1.136,-0.83
ffee,74.58,21,4.292,69,-3,74.58,4.132,1.14,-0.225
ffee,74.58,22,4.756,68,5,74.58,4.567,1.26,0.415
ffee,74.58,23,4.872,75,13,74.58,4.576,1.262,1.096
ffee,74.58,24,4.344,62,-10,74.58,4.124,1.137,-0.754
ffee,74.58,25,4.472,62,-2,74.58,4.308,1.188,-0.156
ffee,74.58,26,4.764,70,6,74.58,4.567,1.26,0.498
ffee,74.58,27,4.88,75,14,74.58,4.565,1.259,1.181
ffee,74.58,28,4.34,61,-9,74.58,4.132,1.14,-0.679
ffee,74.58,29,4.46,78,-1,74.58,4.299,1.186,-0.078
ffee,74.58,30,4.792,70,7,74.58,4.585,1.265,0.584
ffee,74.58,31,4.896,71,15,74.58,4.559,1.257,1.267
ffee,74.76,0,3.612,56,-16,74.76,3.35,0.913,-0.996
ffee,74.76,1,4.332,62,-8,74.76,4.139,1.128,-0.603
ffee,74.76,2,4.528,76,0,74.76,4.369,1.19,0.0
ffee,74.76,3,4.784,76,8,74.76,4.571,1.245,0.666
ffee,74.76,4,3.812,44,-15,74.76,3.553,0.968,-0.987
ffee,74.76,5,4.324,67,-7,74.76,4.141,1.128,-0.527
ffee,74.76,6,4.752,73,1,74.76,4.584,1.249,0.083
ffee,74.76,7,4.792,76,9,74.76,4.567,1.244,0.75
ffee,74.76,8,4.068,50,-14,74.76,3.808,1.038,-0.984
ffee,74.76,9,4.312,64,-6,74.76,4.138,1.127,-0.451
ffee,74.76,10,4.744,75,2,74.76,4.574,1.246,0.166
ffee,74.76,11,4.816,75,10,74.76,4.576,1.247,0.836
ffee,74.76,12,4.364,16,-13,74.76,4.103,1.118,-0.982
ffee,74.76,13,4.316,67,-5,74.76,4.148,1.13,-0.376
ffee,74.76,14,4.74,75,3,74.76,4.567,1.244,0.248
ffee,74.76,15,4.84,76,11,74.76,4.584,1.249,0.924
ffee,74.76,16,4.364,60,-12,74.76,4.119,1.122,-0.907
ffee,74.76,17,4.288,68,-4,74.76,4.127,1.124,-0.299
ffee,74.76,18,4.76,75,4,74.76,4.581,1.248,0.332
ffee,74.76,19,4.836,76,12,74.76,4.564,1.243,1.005
ffee,74.76,20,4.356,62,-11,74.76,4.126,1.124,-0.831
ffee,74.76,21,4.284,71,-3,74.76,4.128,1.125,-0.224
ffee,74.76,22,4.732,71,5,74.76,4.548,1.239,0.412
ffee,74.76,23,4.864,75,13,74.76,4.573,1.246,1.094
ffee,74.76,24,4.34,64,-10,74.76,4.124,1.123,-0.754
ffee,74.76,25,4.464,62,-2,74.76,4.304,1.173,-0.156
ffee,74.76,26,4.776,67,6,74.76,4.583,1.249,0.499
ffee,74.76,27,4.88,75,14,74.76,4.569,1.245,1.181
ffee,74.76,28,4.332,62,-9,74.76,4.128,1.125,-0.678
ffee,74.76,29,4.464,78,-1,74.76,4.306,1.173,-0.078
ffee,74.76,30,4.796,61,7,74.76,4.593,1.251,0.584
ffee,74.76,31,4.92,74,15,74.76,4.585,1.249,1.273
ffee,74.94,0,3.612,57,-16,74.94,3.353,0.902,-0.996
ffee,74.94,1,4.324,61,-8,74.94,4.135,1.113,-0.602
ffee,74.94,2,4.52,77,0,74.94,4.365,1.174,0.0
ffee,74.94,3,4.792,56,8,74.94,4.582,1.233,0.667
ffee,74.94,4,3.828,48,-15,74.94,3.571,0.961,-0.991
ffee,74.94,5,4.32,66,-7,74.94,4.141,1.114,-0.526
ffee,74.94,6,4.756,64,1,74.94,4.592,1.236,0.083
ffee,74.94,7,4.808,57,9,74.94,4.586,1.234,0.752
ffee,74.94,8,4.068,50,-14,74.94,3.812,1.026,-0.984
ffee,74.94,9,4.308,66,-6,74.94,4.137,1.113,-0.45
ffee,74.94,10,4.768,34,2,74.94,4.601,1.238,0.166
ffee,74.94,11,4.824,57,10,74.94,4.588,1.234,0.838
ffee,74.94,12,4.364,16,-13,74.94,4.106,1.105,-0.982
ffee,74.94,13,4.312,70,-5,74.94,4.148,1.116,-0.376
ffee,74.94,14,4.772,27,3,74.94,4.602,1.238,0.25
ffee,74.94,15,4.848,51,11,74.94,4.595,1.237,0.925
ffee,74.94,16,4.368,60,-12,74.94,4.126,1.11,-0.908
ffee,74.94,17,4.288,69,-4,74.94,4.131,1.111,-0.299
ffee,74.94,18,4.768,25,4,74.94,4.593,1.236,0.333
ffee,74.94,19,4.852,50,12,74.94,4.583,1.233,1.009
ffee,74.94,20,4.348,59,-11,74.94,4.122,1.109,-0.83
ffee,74.94,21,4.288,71,-3,74.94,4.135,1.113,-0.224
ffee,74.94,22,4.772,15,5,74.94,4.591,1.235,0.416
ffee,74.94,23,4.88,47,13,74.94,4.592,1.235,1.098
ffee,74.94,24,4.344,62,-10,74.94,4.131,1.112,-0.754
ffee,74.94,25,4.46,63,-2,74.94,4.304,1.158,-0.156
ffee,74.94,26,4.796,14,6,74.94,4.606,1.239,0.501
ffee,74.94,27,4.88,42,14,74.94,4.572,1.23,1.181
ffee,74.94,28,4.328,62,-9,74.94,4.128,1.111,-0.677
ffee,74.94,29,4.46,78,-1,74.94,4.306,1.159,-0.078
ffee,74.94,30,4.796,14,7,74.94,4.597,1.237,0.584
ffee,74.94,31,4.94,21,15,74.94,4.608,1.24,1.279
ffee,75.12,0,3.612,62,-16,75.12,3.356,0.892,-0.996
ffee,75.12,1,4.324,62,-8,75.12,4.138,1.1,-0.602
ffee,75.12,2,4.516,56,0,75.12,4.365,1.16,0.0
ffee,75.12,3,4.804,14,8,75.12,4.598,1.222,0.669
ffee,75.12,4,3.816,46,-15,75.12,3.562,0.947,-0.988
ffee,75.12,5,4.32,67,-7,75.12,4.144,1.101,-0.526
ffee,75.12,6,4.832,48,1,75.12,4.669,1.241,0.084
ffee,75.12,7,4.824,10,9,75.12,4.605,1.224,0.755
ffee,75.12,8,4.076,50,-14,75.12,3.822,1.016,-0.986
ffee,75.12,9,4.304,65,-6,75.12,4.137,1.099,-0.45
ffee,75.12,10,4.856,75,2,75.12,4.69,1.246,0.169
ffee,75.12,11,4.844,11,10,75.12,4.61,1.225,0.841
ffee,75.12,12,4.368,17,-13,75.12,4.113,1.093,-0.983
ffee,75.12,13,4.308,66,-5,75.12,4.148,1.102,-0.375
ffee,75.12,14,0.0,0,3,75.12,0.0,0.0,0.0
ffee,75.12,15,4.852,11,11,75.12,4.603,1.223,0.926
ffee,75.12,16,4.36,62,-12,75.12,4.122,1.095,-0.906
ffee,75.12,17,4.288,71,-4,75.12,4.134,1.098,-0.299
ffee,75.12,18,4.8,4,4,75.12,4.628,1.23,0.335
ffee,75.12,19,4.852,4,12,75.12,4.587,1.219,1.009
ffee,75.12,20,4.352,61,-11,75.12,4.129,1.097,-0.83
ffee,75.12,21,4.288,70,-3,75.12,4.139,1.1,-0.224
ffee,75.12,22,4.808,4,5,75.12,4.629,1.23,0.419
ffee,75.12,23,0.0,0,13,75.12,0.0,0.0,0.0
ffee,75.12,24,4.332,63,-10,75.12,4.123,1.096,-0.752
ffee,75.12,25,4.464,62,-2,75.12,4.312,1.146,-0.156
ffee,75.12,26,4.816,4,6,75.12,4.629,1.23,0.503
ffee,75.12,27,0.0,0,14,75.12,0.0,0.0,0.0
ffee,75.12,28,4.324,61,-9,75.12,4.128,1.097,-0.676
ffee,75.12,29,4.456,78,-1,75.12,4.306,1.144,-0.078
ffee,75.12,30,4.808,4,7,75.12,4.612,1.225,0.586
ffee,75.12,31,5.068,65,15,75.12,4.731,1.257,1.312
ffee,75.3,0,3.616,63,-16,75.3,3.362,0.882,-0.997
ffee,75.3,1,4.324,62,-8,75.3,4.142,1.087,-0.602
ffee,75.3,2,4.512,37,0,75.3,4.364,1.145,0.0
ffee,75.3,3,4.8,3,8,75.3,4.598,1.206,0.668
ffee,75.3,4,3.82,47,-15,75.3,3.569,0.936,-0.989
ffee,75.3,5,4.316,67,-7,75.3,4.144,1.087,-0.526
ffee,75.3,6,4.848,52,1,75.3,4.689,1.23,0.085
ffee,75.3,7,4.848,3,9,75.3,4.632,1.215,0.758
ffee,75.3,8,4.076,49,-14,75.3,3.825,1.004,-0.986
ffee,75.3,9,4.3,65,-6,75.3,4.136,1.085,-0.449
ffee,75.3,10,4.912,69,2,75.3,4.748,1.246,0.171
ffee,75.3,11,4.86,3,10,75.3,4.63,1.215,0.844
ffee,75.3,12,4.368,16,-13,75.3,4.117,1.08,-0.983
ffee,75.3,13,4.304,69,-5,75.3,4.147,1.088,-0.375
ffee,75.3,14,4.904,46,3,75.3,4.737,1.243,0.257
ffee,75.3,15,4.868,3,11,75.3,4.622,1.213,0.929
ffee,75.3,16,4.368,59,-12,75.3,4.133,1.084,-0.908
ffee,75.3,17,4.288,69,-4,75.3,4.138,1.085,-0.299
ffee,75.3,18,4.78,3,4,75.3,4.612,1.21,0.333
ffee,75.3,19,4.864,2,12,75.3,4.602,1.207,1.011
ffee,75.3,20,4.344,58,-11,75.3,4.125,1.082,-0.829
ffee,75.3,21,4.28,72,-3,75.3,4.134,1.085,-0.224
ffee,75.3,22,4.78,3,5,75.3,4.606,1.208,0.417
ffee,75.3,23,5.116,45,13,75.3,4.822,1.265,1.151
ffee,75.3,24,4.336,64,-10,75.3,4.13,1.084,-0.753
ffee,75.3,25,4.452,63,-2,75.3,4.304,1.129,-0.155
ffee,75.3,26,4.784,3,6,75.3,4.602,1.207,0.5
ffee,75.3,27,5.096,43,14,75.3,4.783,1.255,1.233
ffee,75.3,28,4.324,64,-9,75.3,4.131,1.084,-0.676
ffee,75.3,29,4.456,78,-1,75.3,4.309,1.131,-0.078
ffee,75.3,30,4.808,3,7,75.3,4.616,1.211,0.586
ffee,75.3,31,4.92,2,15,75.3,4.597,1.206,1.273
ffee,75.48,0,3.612,66,-16,75.48,3.361,0.871,-0.996
ffee,75.48,1,4.32,63,-8,75.48,4.141,1.073,-0.601
ffee,75.48,2,4.508,35,0,75.48,4.364,1.13,0.0
ffee,75.48,3,4.82,3,8,75.48,4.621,1.197,0.671
ffee,75.48,4,3.828,41,-15,75.48,3.579,0.927,-0.991
ffee,75.48,5,4.316,68,-7,75.48,4.147,1.074,-0.526
ffee,75.48,6,4.88,56,1,75.48,4.723,1.223,0.085
ffee,75.48,7,4.848,3,9,75.48,4.635,1.201,0.758
ffee,75.48,8,4.072,49,-14,75.48,3.825,0.991,-0.985
ffee,75.48,9,4.296,65,-6,75.48,4.136,1.071,-0.449
ffee,75.48,10,4.9,58,2,75.48,4.741,1.228,0.171
ffee,75.48,11,4.852,3,10,75.48,4.626,1.198,0.843
ffee,75.48,12,4.368,16,-13,75.48,4.12,1.067,-0.983
ffee,75.48,13,4.3,67,-5,75.48,4.147,1.074,-0.375
ffee,75.48,14,4.868,52,3,75.48,4.706,1.219,0.255
ffee,75.48,15,4.872,3,11,75.48,4.63,1.199,0.93
ffee,75.48,16,4.356,63,-12,75.48,4.125,1.068,-0.906
ffee,75.48,17,4.276,71,-4,75.48,4.129,1.069,-0.298
ffee,75.48,18,4.792,3,4,75.48,4.628,1.199,0.334
ffee,75.48,19,4.864,2,12,75.48,4.606,1.193,1.011
ffee,75.48,20,4.344,62,-11,75.48,4.128,1.069,-0.829
ffee,75.48,21,4.28,70,-3,75.48,4.138,1.072,-0.224
ffee,75.48,22,4.796,3,5,75.48,4.625,1.198,0.418
ffee,75.48,23,5.116,36,13,75.48,4.826,1.25,1.151
ffee,75.48,24,4.332,61,-10,75.48,4.13,1.07,-0.752
ffee,75.48,25,4.452,62,-2,75.48,4.307,1.116,-0.155
ffee,75.48,26,4.8,3,6,75.48,4.621,1.197,0.502
ffee,75.48,27,5.068,61,14,75.48,4.76,1.233,1.226
ffee,75.48,28,4.32,62,-9,75.48,4.131,1.07,-0.676
ffee,75.48,29,4.448,78,-1,75.48,4.305,1.115,-0.078
ffee,75.48,30,4.8,3,7,75.48,4.612,1.194,0.585
ffee,75.48,31,5.156,31,15,75.48,4.821,1.249,1.334
ffee,75.66,0,3.616,71,-16,75.66,3.368,0.861,-0.997
ffee,75.66,1,4.32,62,-8,75.66,4.145,1.06,-0.601
ffee,75.66,2,4.496,37,0,75.66,4.356,1.114,0.0
ffee,75.66,3,4.812,3,8,75.66,4.617,1.18,0.67
ffee,75.66,4,3.812,42,-15,75.66,3.567,0.912,-0.987
ffee,75.66,5,4.312,70,-7,75.66,4.147,1.06,-0.526
ffee,75.66,6,4.856,58,1,75.66,4.704,1.203,0.085
ffee,75.66,7,4.828,3,9,75.66,4.62,1.181,0.755
ffee,75.66,8,4.068,49,-14,75.66,3.824,0.978,-0.984
ffee,75.66,9,4.3,67,-6,75.66,4.143,1.059,-0.449
ffee,75.66,10,4.864,57,2,75.66,4.71,1.204,0.17
ffee,75.66,11,4.832,3,10,75.66,4.61,1.179,0.839
ffee,75.66,12,4.368,15,-13,75.66,4.123,1.054,-0.983
ffee,75.66,13,4.3,67,-5,75.66,4.15,1.061,-0.375
ffee,75.66,14,4.928,66,3,75.66,4.768,1.219,0.258
ffee,75.66,15,4.868,3,11,75.66,4.63,1.184,0.929
ffee,75.66,16,4.36,60,-12,75.66,4.132,1.056,-0.906
ffee,75.66,17,4.284,68,-4,75.66,4.14,1.058,-0.299
ffee,75.66,18,4.772,3,4,75.66,4.612,1.179,0.333
ffee,75.66,19,4.884,2,12,75.66,4.628,1.183,1.015
ffee,75.66,20,4.344,60,-11,75.66,4.131,1.056,-0.829
ffee,75.66,21,4.28,72,-3,75.66,4.141,1.059,-0.224
ffee,75.66,22,4.784,6,5,75.66,4.617,1.18,0.417
ffee,75.66,23,5.112,37,13,75.66,4.826,1.234,1.15
ffee,75.66,24,4.328,64,-10,75.66,4.129,1.056,-0.752
ffee,75.66,25,4.444,62,-2,75.66,4.303,1.1,-0.155
ffee,75.66,26,4.776,3,6,75.66,4.602,1.176,0.499
ffee,75.66,27,5.136,36,14,75.66,4.828,1.234,1.243
ffee,75.66,28,4.32,63,-9,75.66,4.134,1.057,-0.676
ffee,75.66,29,4.452,78,-1,75.66,4.313,1.102,-0.078
ffee,75.66,30,4.8,6,7,75.66,4.616,1.18,0.585
ffee,75.66,31,4.928,1,15,75.66,4.612,1.179,1.275
ffee,75.84,0,3.612,70,-16,75.84,3.367,0.849,-0.996
ffee,75.84,1,4.316,62,-8,75.84,4.144,1.046,-0.601
ffee,75.84,2,4.496,41,0,75.84,4.359,1.1,0.0
ffee,75.84,3,4.812,6,8,75.84,4.62,1.166,0.67
ffee,75.84,4,3.808,35,-15,75.84,3.566,0.9,-0.986
ffee,75.84,5,4.304,69,-7,75.84,4.142,1.045,-0.525
ffee,75.84,6,4.876,55,1,75.84,4.727,1.193,0.085
ffee,75.84,7,4.828,5,9,75.84,4.624,1.167,0.755
ffee,75.84,8,4.076,49,-14,75.84,3.835,0.967,-0.986
ffee,75.84,9,4.292,65,-6,75.84,4.139,1.044,-0.449
ffee,75.84,10,4.88,52,2,75.84,4.729,1.193,0.17
ffee,75.84,11,4.836,5,10,75.84,4.618,1.165,0.84
ffee,75.84,12,4.368,15,-13,75.84,4.127,1.041,-0.983
ffee,75.84,13,4.3,67,-5,75.84,4.153,1.048,-0.375
ffee,75.84,14,4.928,54,3,75.84,4.772,1.204,0.258
ffee,75.84,15,4.856,5,11,75.84,4.622,1.166,0.927
ffee,75.84,16,4.356,60,-12,75.84,4.131,1.042,-0.906
ffee,75.84,17,4.276,69,-4,75.84,4.136,1.043,-0.298
ffee,75.84,18,4.756,3,4,75.84,4.6,1.161,0.332
ffee,75.84,19,4.868,2,12,75.84,4.617,1.165,1.012
ffee,75.84,20,4.34,63,-11,75.84,4.131,1.042,-0.828
ffee,75.84,21,4.272,71,-3,75.84,4.137,1.044,-0.224
ffee,75.84,22,4.756,3,5,75.84,4.594,1.159,0.415
ffee,75.84,23,5.1,35,13,75.84,4.818,1.216,1.147
ffee,75.84,24,4.328,64,-10,75.84,4.133,1.043,-0.752
ffee,75.84,25,4.452,61,-2,75.84,4.314,1.088,-0.155
ffee,75.84,26,4.792,3,6,75.84,4.621,1.166,0.501
ffee,75.84,27,0.0,0,14,75.84,0.0,0.0,0.0
ffee,75.84,28,4.32,63,-9,75.84,4.137,1.044,-0.676
ffee,75.84,29,4.44,78,-1,75.84,4.304,1.086,-0.077
ffee,75.84,30,4.792,3,7,75.84,4.612,1.164,0.584
ffee,75.84,31,4.912,1,15,75.84,4.6,1.161,1.271
ffee,76.02,0,3.616,76,-16,76.02,3.373,0.84,-0.997
ffee,76.02,1,4.316,62,-8,76.02,4.147,1.033,-0.601
ffee,76.02,2,4.496,47,0,76.02,4.363,1.086,0.0
ffee,76.02,3,4.812,3,8,76.02,4.624,1.151,0.67
ffee,76.02,4,3.82,35,-15,76.02,3.581,0.891,-0.989
ffee,76.02,5,4.308,70,-7,76.02,4.149,1.033,-0.525
ffee,76.02,6,4.868,60,1,76.02,4.723,1.176,0.085
ffee,76.02,7,4.836,3,9,76.02,4.635,1.154,0.757
ffee,76.02,8,4.068,49,-14,76.02,3.83,0.954,-0.984
ffee,76.02,9,4.296,68,-6,76.02,4.146,1.032,-0.449
ffee,76.02,10,4.924,69,2,76.02,4.775,1.189,0.172
ffee,76.02,11,4.828,3,10,76.02,4.614,1.149,0.838
ffee,76.02,12,4.368,16,-13,76.02,4.13,1.028,-0.983
ffee,76.02,13,4.296,70,-5,76.02,4.153,1.034,-0.374
ffee,76.02,14,4.92,59,3,76.02,4.768,1.187,0.257
ffee,76.02,15,4.852,3,11,76.02,4.622,1.151,0.926
ffee,76.02,16,4.352,62,-12,76.02,4.131,1.028,-0.905
ffee,76.02,17,4.284,70,-4,76.02,4.147,1.032,-0.299
ffee,76.02,18,4.756,3,4,76.02,4.604,1.146,0.332
ffee,76.02,19,4.864,2,12,76.02,4.617,1.149,1.011
ffee,76.02,20,4.344,62,-11,76.02,4.138,1.03,-0.829
ffee,76.02,21,4.272,74,-3,76.02,4.14,1.031,-0.224
ffee,76.02,22,4.748,3,5,76.02,4.59,1.143,0.414
ffee,76.02,23,5.092,21,13,76.02,4.815,1.199,1.145
ffee,76.02,24,4.324,63,-10,76.02,4.132,1.029,-0.751
ffee,76.02,25,4.44,62,-2,76.02,4.306,1.072,-0.155
ffee,76.02,26,4.92,22,6,76.02,4.748,1.182,0.514
ffee,76.02,27,4.88,1,14,76.02,4.595,1.144,1.181
ffee,76.02,28,4.316,64,-9,76.02,4.137,1.03,-0.675
ffee,76.02,29,4.44,70,-1,76.02,4.308,1.072,-0.077
ffee,76.02,30,4.792,3,7,76.02,4.615,1.149,0.584
ffee,76.02,31,4.912,1,15,76.02,4.604,1.146,1.271
ffee,76.2,0,3.616,75,-16,76.2,3.376,0.829,-0.997
ffee,76.2,1,4.312,63,-8,76.2,4.147,1.019,-0.6
ffee,76.2,2,4.488,48,0,76.2,4.358,1.071,0.0
ffee,76.2,3,4.808,3,8,76.2,4.624,1.136,0.669
ffee,76.2,4,3.816,39,-15,76.2,3.58,0.879,-0.988
ffee,76.2,5,4.292,70,-7,76.2,4.137,1.016,-0.523
ffee,76.2,6,4.86,59,1,76.2,4.719,1.159,0.085
ffee,76.2,7,4.804,3,9,76.2,4.608,1.132,0.752
ffee,76.2,8,4.076,48,-14,76.2,3.841,0.943,-0.986
ffee,76.2,9,4.288,67,-6,76.2,4.141,1.017,-0.448
ffee,76.2,10,4.9,46,2,76.2,4.756,1.168,0.171
ffee,76.2,11,4.832,3,10,76.2,4.621,1.135,0.839
ffee,76.2,12,4.372,16,-13,76.2,4.137,1.016,-0.983
ffee,76.2,13,4.296,68,-5,76.2,4.156,1.021,-0.374
ffee,76.2,14,4.928,58,3,76.2,4.779,1.174,0.258
ffee,76.2,15,4.86,3,11,76.2,4.633,1.138,0.927
ffee,76.2,16,4.348,62,-12,76.2,4.13,1.014,-0.904
ffee,76.2,17,4.272,70,-4,76.2,4.139,1.017,-0.298
ffee,76.2,18,4.756,3,4,76.2,4.607,1.132,0.332
ffee,76.2,19,4.852,2,12,76.2,4.609,1.132,1.009
ffee,76.2,20,4.34,62,-11,76.2,4.137,1.016,-0.828
ffee,76.2,21,4.272,71,-3,76.2,4.143,1.018,-0.224
ffee,76.2,22,4.76,3,5,76.2,4.605,1.131,0.415
ffee,76.2,23,4.872,2,13,76.2,4.61,1.132,1.096
ffee,76.2,24,4.324,65,-10,76.2,4.135,1.016,-0.751
ffee,76.2,25,4.44,60,-2,76.2,4.309,1.058,-0.155
ffee,76.2,26,4.928,40,6,76.2,4.76,1.169,0.515
ffee,76.2,27,15.46,52,14,76.2,14.568,3.578,3.74
ffee,76.2,28,4.316,64,-9,76.2,4.14,1.017,-0.675
ffee,76.2,29,4.432,68,-1,76.2,4.303,1.057,-0.077
ffee,76.2,30,4.784,3,7,76.2,4.611,1.133,0.583
ffee,76.2,31,4.916,1,15,76.2,4.611,1.133,1.272
ffee,76.38,0,3.616,71,-16,76.38,3.378,0.819,-0.997
ffee,76.38,1,4.308,61,-8,76.38,4.146,1.005,-0.6
ffee,76.38,2,4.488,46,0,76.38,4.362,1.057,0.0
ffee,76.38,3,4.804,3,8,76.38,4.623,1.12,0.669
ffee,76.38,4,3.82,45,-15,76.38,3.586,0.869,-0.989
ffee,76.38,5,4.308,69,-7,76.38,4.156,1.007,-0.525
ffee,76.38,6,4.836,61,1,76.38,4.699,1.139,0.084
ffee,76.38,7,4.828,3,9,76.38,4.634,1.123,0.755
ffee,76.38,8,4.076,48,-14,76.38,3.844,0.931,-0.986
ffee,76.38,9,4.284,68,-6,76.38,4.141,1.003,-0.448
ffee,76.38,10,4.896,50,2,76.38,4.755,1.152,0.171
ffee,76.38,11,4.82,3,10,76.38,4.613,1.118,0.837
ffee,76.38,12,4.368,16,-13,76.38,4.136,1.002,-0.983
ffee,76.38,13,4.292,71,-5,76.38,4.155,1.007,-0.374
ffee,76.38,14,4.92,69,3,76.38,4.775,1.157,0.257
ffee,76.38,15,4.844,3,11,76.38,4.621,1.12,0.924
ffee,76.38,16,4.352,62,-12,76.38,4.137,1.002,-0.905
ffee,76.38,17,4.276,72,-4,76.38,4.146,1.004,-0.298
ffee,76.38,18,4.764,3,4,76.38,4.619,1.119,0.332
ffee,76.38,19,4.856,2,12,76.38,4.616,1.119,1.01
ffee,76.38,20,4.336,62,-11,76.38,4.137,1.002,-0.827
ffee,76.38,21,4.268,75,-3,76.38,4.142,1.004,-0.223
ffee,76.38,22,4.756,3,5,76.38,4.605,1.116,0.415
ffee,76.38,23,4.856,2,13,76.38,4.598,1.114,1.092
ffee,76.38,24,4.324,65,-10,76.38,4.139,1.003,-0.751
ffee,76.38,25,4.432,58,-2,76.38,4.305,1.043,-0.155
ffee,76.38,26,4.916,39,6,76.38,4.752,1.151,0.514
ffee,76.38,27,15.468,4,14,76.38,14.586,3.534,3.742
ffee,76.38,28,4.308,63,-9,76.38,4.135,1.002,-0.674
ffee,76.38,29,4.432,59,-1,76.38,4.307,1.043,-0.077
ffee,76.38,30,4.788,3,7,76.38,4.619,1.119,0.584
ffee,76.38,31,4.88,1,15,76.38,4.581,1.11,1.263
ffee,76.56,0,3.612,72,-16,76.56,3.377,0.807,-0.996
ffee,76.56,1,4.308,59,-8,76.56,4.149,0.992,-0.6
ffee,76.56,2,4.472,45,0,76.56,4.35,1.039,0.0
ffee,76.56,3,4.8,3,8,76.56,4.623,1.105,0.668
ffee,76.56,4,3.816,51,-15,76.56,3.585,0.857,-0.988
ffee,76.56,5,4.3,72,-7,76.56,4.151,0.992,-0.524
ffee,76.56,6,4.864,58,1,76.56,4.73,1.13,0.085
ffee,76.56,7,4.816,3,9,76.56,4.626,1.106,0.753
ffee,76.56,8,4.076,46,-14,76.56,3.847,0.919,-0.986
ffee,76.56,9,4.284,68,-6,76.56,4.144,0.99,-0.448
ffee,76.56,10,4.904,69,2,76.56,4.767,1.139,0.171
ffee,76.56,11,4.816,3,10,76.56,4.613,1.102,0.836
ffee,76.56,12,4.368,16,-13,76.56,4.139,0.989,-0.983
ffee,76.56,13,4.288,69,-5,76.56,4.155,0.993,-0.374
ffee,76.56,14,4.94,69,3,76.56,4.798,1.147,0.259
ffee,76.56,15,4.84,3,11,76.56,4.621,1.104,0.924
ffee,76.56,16,4.336,61,-12,76.56,4.125,0.986,-0.902
ffee,76.56,17,4.276,71,-4,76.56,4.149,0.991,-0.298
ffee,76.56,18,4.76,3,4,76.56,4.618,1.104,0.332
ffee,76.56,19,4.848,2,12,76.56,4.612,1.102,1.008
ffee,76.56,20,4.332,60,-11,76.56,4.136,0.988,-0.827
ffee,76.56,21,4.264,71,-3,76.56,4.142,0.99,-0.223
ffee,76.56,22,4.76,3,5,76.56,4.612,1.102,0.415
ffee,76.56,23,4.892,2,13,76.56,4.636,1.108,1.1
ffee,76.56,24,4.32,62,-10,76.56,4.138,0.989,-0.75
ffee,76.56,25,4.432,59,-2,76.56,4.308,1.029,-0.155
ffee,76.56,26,4.904,40,6,76.56,4.744,1.134,0.513
ffee,76.56,27,4.876,1,14,76.56,4.602,1.1,1.18
ffee,76.56,28,4.312,64,-9,76.56,4.142,0.99,-0.675
ffee,76.56,29,4.428,55,-1,76.56,4.306,1.029,-0.077
ffee,76.56,30,4.78,3,7,76.56,4.614,1.103,0.583
ffee,76.56,31,4.936,1,15,76.56,4.637,1.108,1.278
ffee,76.74,0,3.612,74,-16,76.74,3.38,0.796,-0.996
ffee,76.74,1,4.308,63,-8,76.74,4.152,0.979,-0.6
ffee,76.74,2,4.484,35,0,76.74,4.364,1.028,0.0
ffee,76.74,3,4.788,3,8,76.74,4.615,1.088,0.666
ffee,76.74,4,3.82,53,-15,76.74,3.591,0.846,-0.989
ffee,76.74,5,4.296,74,-7,76.74,4.15,0.978,-0.524
ffee,76.74,6,4.844,70,1,76.74,4.714,1.111,0.085
ffee,76.74,7,4.8,3,9,76.74,4.615,1.087,0.751
ffee,76.74,8,4.08,47,-14,76.74,3.853,0.908,-0.987
ffee,76.74,9,4.284,66,-6,76.74,4.147,0.977,-0.448
ffee,76.74,10,4.892,75,2,76.74,4.759,1.121,0.171
ffee,76.74,11,4.808,3,10,76.74,4.609,1.086,0.835
ffee,76.74,12,4.368,16,-13,76.74,4.143,0.976,-0.983
ffee,76.74,13,4.288,67,-5,76.74,4.158,0.98,-0.374
ffee,76.74,14,4.94,67,3,76.74,4.802,1.132,0.259
ffee,76.74,15,4.832,3,11,76.74,4.617,1.088,0.922
ffee,76.74,16,4.34,59,-12,76.74,4.132,0.974,-0.902
ffee,76.74,17,4.26,68,-4,76.74,4.136,0.975,-0.297
ffee,76.74,18,4.892,54,4,76.74,4.75,1.119,0.341
ffee,76.74,19,4.844,3,12,76.74,4.612,1.087,1.007
ffee,76.74,20,4.34,60,-11,76.74,4.147,0.977,-0.828
ffee,76.74,21,4.26,73,-3,76.74,4.141,0.976,-0.223
ffee,76.74,22,4.904,41,5,76.74,4.755,1.121,0.427
ffee,76.74,23,4.856,1,13,76.74,4.605,1.085,1.092
ffee,76.74,24,4.304,65,-10,76.74,4.126,0.972,-0.747
ffee,76.74,25,4.42,61,-2,76.74,4.3,1.013,-0.154
ffee,76.74,26,4.888,41,6,76.74,4.732,1.115,0.511
ffee,76.74,27,4.876,1,14,76.74,4.605,1.085,1.18
ffee,76.74,28,4.3,65,-9,76.74,4.134,0.974,-0.673
ffee,76.74,29,4.42,63,-1,76.74,4.302,1.014,-0.077
ffee,76.74,30,4.768,3,7,76.74,4.606,1.085,0.581
