FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,6,1.14457,-1.30479,-0.300064,139.155,1.728,3,0,0,
1,7,1.1499,-1.312,-0.270944,139.177,1.732,3,0,0,
1,8,1.17805,-1.34593,-0.246615,139.206,1.772,3,0,0,
1,1,1.04602,-1.19366,-0.416181,139.223,1.608,1,0,0,
1,9,1.18534,-1.35546,-0.216927,139.228,1.78,3,0,0,
1,2,1.09574,-1.25231,-0.406429,139.245,1.68,2,0,0,
1,10,1.21827,-1.39476,-0.191078,139.251,1.828,4,0,0,
1,3,1.0692,-1.22249,-0.36712,139.268,1.632,1,0,0,
1,11,1.22231,-1.40057,-0.159669,139.273,1.832,3,0,0,
1,4,1.11612,-1.278,-0.35345,139.29,1.7,2,0,0,
1,5,1.10412,-1.26506,-0.319796,139.313,1.676,2,0,0,
1,6,1.14047,-1.30838,-0.300064,139.335,1.728,3,0,0,
1,7,1.13805,-1.30661,-0.269067,139.357,1.72,3,0,0,
1,8,1.1635,-1.3376,-0.244388,139.386,1.756,3,0,0,
1,1,1.02718,-1.17933,-0.409969,139.402,1.584,1,0,0,
1,9,1.17333,-1.35014,-0.215465,139.408,1.768,3,0,0,
1,2,1.08171,-1.24395,-0.402558,139.425,1.664,2,0,0,
1,10,1.20612,-1.38951,-0.189824,139.431,1.816,3,0,0,
1,3,1.05775,-1.21696,-0.364421,139.448,1.62,1,0,0,
1,11,1.21273,-1.39835,-0.158972,139.453,1.824,3,0,0,
1,4,1.10448,-1.27258,-0.350955,139.47,1.688,2,0,0,
1,5,1.10014,-1.26852,-0.319796,139.492,1.676,2,0,0,
1,6,1.12612,-1.29997,-0.297286,139.515,1.712,3,0,0,
1,7,1.12881,-1.30417,-0.267816,139.538,1.712,3,0,0,
1,8,1.15929,-1.34125,-0.244388,139.566,1.756,3,0,0,
1,1,1.04351,-1.20609,-0.418252,139.583,1.616,2,0,0,
1,9,1.16908,-1.35382,-0.215465,139.588,1.768,3,0,0,
1,2,1.07025,-1.23848,-0.399655,139.605,1.652,2,0,0,
1,10,1.20175,-1.39329,-0.189824,139.611,1.816,4,0,0,
1,3,1.05392,-1.22027,-0.364421,139.628,1.62,1,0,0,
1,11,1.20575,-1.39912,-0.158623,139.633,1.82,3,0,0,
1,4,1.07767,-1.2492,-0.34347,139.65,1.652,2,0,0,
1,5,1.11394,-1.29292,-0.325139,139.673,1.704,2,0,0,
1,6,1.11693,-1.29749,-0.295897,139.695,1.704,3,0,0,
1,7,1.11704,-1.29866,-0.265939,139.717,1.7,3,0,0,
1,8,1.14484,-1.33279,-0.242161,139.746,1.74,3,0,0,
1,1,1.01975,-1.18577,-0.409969,139.763,1.584,1,0,0,
1,9,1.15713,-1.34839,-0.214003,139.768,1.756,3,0,0,
1,2,1.06385,-1.23887,-0.398687,139.785,1.648,2,0,0,
1,10,1.18966,-1.38795,-0.188569,139.791,1.804,3,0,0,
1,3,1.04757,-1.2206,-0.363521,139.807,1.616,1,0,0,
1,11,1.19877,-1.39985,-0.158275,139.813,1.816,3,0,0,
1,4,1.07627,-1.25557,-0.344302,139.83,1.656,2,0,0,
1,5,1.09468,-1.27841,-0.320559,139.853,1.68,2,0,0,
1,6,1.11031,-1.29799,-0.295202,139.875,1.7,3,0,0,
1,7,1.11041,-1.29914,-0.265313,139.897,1.696,3,0,0,
1,8,1.14064,-1.33638,-0.242161,139.926,1.74,3,0,0,
1,1,1.01602,-1.18896,-0.409969,139.943,1.584,1,0,0,
