FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,3,-0.0164126,-2.15797,-0.490393,180.768,2.18,62,0,0,
1,11,-0.0274825,-2.96258,-0.256238,180.773,2.94,76,0,0,
1,19,-0.0274358,-2.93778,0.152193,180.779,2.908,75,0,0,
1,4,-0.0186685,-2.26009,-0.473207,180.79,2.276,28,0,0,
1,12,-0.0282581,-2.93468,-0.202852,180.796,2.908,77,0,0,
1,5,-0.0231201,-2.51142,-0.481602,180.813,2.524,34,0,0,
1,13,-0.0296833,-2.95374,-0.15303,180.818,2.924,76,0,0,
1,6,-0.0296773,-2.89363,-0.504274,180.835,2.904,87,0,0,
1,14,-0.0305822,-2.93597,-0.101348,180.841,2.904,77,0,0,
1,7,-0.0372647,-3.32466,-0.52124,180.857,3.332,87,0,0,
1,15,-0.0318157,-2.94128,-0.0507516,180.863,2.908,75,0,0,
1,0,-0.0206834,-2.16012,-0.60971,180.88,2.212,71,0,0,
1,8,-0.0211527,-2.17674,-0.301171,180.886,2.164,77,0,0,
1,16,-0.0332662,-2.94171,0,180.891,2.908,75,0,0,
1,1,-0.0214504,-2.15497,-0.568367,180.902,2.196,63,0,0,
1,9,-0.0230921,-2.24518,-0.271525,180.908,2.228,73,0,0,
1,17,-0.0346698,-2.95725,0.0510308,180.914,2.924,75,0,0,
1,2,-0.0224518,-2.16456,-0.53126,180.925,2.196,75,0,0,
1,10,-0.0308943,-2.67119,-0.277209,180.931,2.652,46,0,0,
1,18,-0.0358088,-2.9559,0.102046,180.936,2.924,71,0,0,
1,3,-0.0231923,-2.15791,-0.490393,180.948,2.18,63,0,0,
1,11,-0.036524,-2.94654,-0.254843,180.953,2.924,76,0,0,
1,19,-0.036799,-2.94567,0.152612,180.959,2.916,65,0,0,
1,4,-0.0258347,-2.26393,-0.474039,180.97,2.28,27,0,0,
1,12,-0.0375458,-2.93856,-0.203131,180.976,2.912,77,0,0,
1,5,-0.0308055,-2.49956,-0.479312,180.992,2.512,33,0,0,
1,13,-0.0390317,-2.95762,-0.15324,180.998,2.928,73,0,0,
1,6,-0.0382789,-2.86595,-0.499412,181.015,2.876,78,0,0,
1,14,-0.0400196,-2.94785,-0.101767,181.021,2.916,75,0,0,
1,15,-0.0413467,-2.95716,-0.0510308,181.043,2.924,69,0,0,
1,0,-0.0275403,-2.16389,-0.610812,181.06,2.216,73,0,0,
1,8,-0.0279171,-2.1727,-0.300614,181.066,2.16,77,0,0,
1,16,-0.0425821,-2.94559,0,181.071,2.912,70,0,0,
1,1,-0.0282206,-2.15489,-0.568367,181.083,2.196,64,0,0,
1,9,-0.0299943,-2.23715,-0.27055,181.088,2.22,55,0,0,
1,17,-0.0436543,-2.94113,0.0507516,181.094,2.908,53,0,0,
1,2,-0.0292516,-2.16448,-0.53126,181.105,2.196,75,0,0,
1,10,-0.0392085,-2.6671,-0.276791,181.111,2.648,44,0,0,
1,18,-0.045251,-2.96376,0.102325,181.116,2.932,14,0,0,
1,3,-0.0300478,-2.16172,-0.491293,181.128,2.184,59,0,0,
1,11,-0.0460175,-2.95836,-0.255889,181.133,2.936,75,0,0,
1,19,-0.0461319,-2.94953,0.152821,181.139,2.92,4,0,0,
1,4,-0.0329466,-2.26384,-0.474039,181.15,2.28,25,0,0,
1,12,-0.0470989,-2.95439,-0.204247,181.156,2.928,75,0,0,
1,5,-0.038819,-2.5073,-0.480839,181.173,2.52,33,0,0,
1,13,-0.0482415,-2.95349,-0.15303,181.178,2.924,59,0,0,
1,6,-0.0468719,-2.84612,-0.495939,181.195,2.856,78,0,0,
